电影,#genre#
Nickelodeon_Junior_(1080p),http://151.80.18.177:86/Nickelodeon_Junior/index.m3u8
STS_kids_(1080p),http://31.148.48.15/STS_Kids_HD/index.m3u8
SuperGeroi_(1080p),http://31.148.48.15/Malish_TV/index.m3u8
Мама_(576p),http://31.148.48.15/Mama/index.m3u8
Мульт_(1080p),http://31.148.48.15/Mult_HD/index.m3u8
Мульт_и_Музыка_(576p),http://31.148.48.15/Multimuzika/index.m3u8

General;Religious,#genre#
AssyriaSat_(720p)_[Not_24/7],http://66.242.170.53/hls/live/temp/index.m3u8

Series,#genre#
AXN_Black,http://81.15.109.89:8001/play/AXNBlack
Europa_Europa,http://181.119.93.83:8000/play/a1sr/index.m3u8
Мир_Сериала_(576p),http://31.148.48.15/Mir_Seriala/index.m3u8
Сапфир_(720p),http://31.148.48.15/Sapfir_HD/index.m3u8

Music,#genre#
AXS_TV_(720p),http://23.239.31.26:8989/axstv/index.m3u8
BRIDGE_(576p),http://31.148.48.15/Bridge_TV/index.m3u8
BRIDGE_Hits_(576p),http://31.148.48.15/Bridge_TV_Dance/index.m3u8
CCTV-Storm_Music_(1080p),http://38.75.136.137:98/gslb/dsdqpub/fyyy.m3u8?auth=testpub
CMT_(720p),http://23.237.104.106:8080/USA_CMT/index.m3u8
Eska_Rock_TV_(1080p),http://81.15.109.89:8001/play/EskaRock
Eska_TV_Extra_(1080p),http://81.15.109.89:8001/play/EskaTVExtra
Euro_Indie_Music_Chart_TV_(360p),http://178.33.224.197:1935/euroindiemusic/euroindiemusic/playlist.m3u8
Europa_Plus_TV_(1080p),http://31.148.48.15/Europa_Plus_HD/index.m3u8
Farra_Play_(720p)_[Not_24/7],http://159.203.148.226/live/farra.m3u8
Kuriakos_Music_(1080p),http://195.23.211.179:1935/kmusic/smil:kmusic.smil/playlist.m3u8
Med_Muzik_(1080p),http://54.36.110.140/live3/live3.m3u8
Nuta_TV,http://78.130.250.2:8023/play/a03r/index.m3u8
Radio_Fantástica_98.9_FM_(1080p),http://190.107.232.9:8082/livestream/stream.m3u8
Traditional_TV_(1080p),http://83.103.149.75:8085/udp/239.30.0.9:4000
Жара_TV_(576p),http://31.148.48.15/Zhara/index.m3u8
о2тв_(720p),http://31.148.48.15/O2_HD/index.m3u8

News,#genre#
BBC_News_North_America_(1080p),http://23.237.104.106:8080/USA_BBC_NEWS/index.m3u8
ČT24_(1080p),http://88.212.15.19/live/test_ct24_hevc/playlist.m3u8
Kapaz_TV,http://85.132.78.122:8050/hls/stream/index.m3u8
MS_NOW_(720p),http://41.205.93.154/MSNBC/index.m3u8
Probashi_TV_News_(1080p),http://158.69.24.53:8080/probashi_tv/index.m3u8
Star_Bharat_(576p),http://103.253.18.58:8000/play/a00u
TVC_News_(576p),http://69.64.57.208/tvcnews/playlist.m3u8

Sports,#genre#
CCTV-Billiards_(1080p),http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub
CCTV-Golf_&_Tennis_(1080p),http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub
CCTV-Storm_Football_(1080p),http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub
ČT_Sport_(720p),http://88.212.15.19/live/test_ctsport_25p/playlist.m3u8
Fight_Klub,http://81.15.109.89:8001/play/Fightklub
Jordan_Sport_(1080p),http://93.184.10.248/JordanSport/index.m3u8
KHL_Prime_(720p),http://31.148.48.15/KHL_TV_HD/index.m3u8
Match!_Strana_(720p),http://31.148.48.15/Match_Strana/index.m3u8
MMA-TV_(576p),http://31.148.48.15/M1_Global/index.m3u8
Sport_1_(1280p),http://46.149.191.217:9005/play/a017
Star_Sports_1_HD_(1080p),http://103.253.18.58:8000/play/a00m
Star_Sports_1_Hindi_(576p),http://103.253.18.58:8000/play/a03o
Star_Sports_2_Hindi_HD_(1080p),http://103.157.248.140:8000/play/a01m/index.m3u8
Tigo_Sports+,http://45.170.130.224:8000/play/a04i/index.m3u8
TyC_Sports_USA,http://45.170.130.224:8000/play/a020/index.m3u8
Бокс_ТВ_(720p),http://31.148.48.15/Boks_TV/index.m3u8
МАТЧ!_Игра_(720p),http://31.148.48.15/Match_Igra_HD/index.m3u8
Русский_Экстрим_(576p),http://31.148.48.15/Russkiy_Ekstrim/index.m3u8
Футбол_(720p),http://31.148.48.15/Futbol_HD/index.m3u8

Lifestyle,#genre#
CCTV-Health_(1080p),http://38.75.136.137:98/gslb/dsdqpub/wsjk.m3u8?auth=testpub
CCTV-Women's_Fashion_(1080p),http://38.75.136.137:98/gslb/dsdqpub/nxss.m3u8?auth=testpub
FASHION_&_LIFESTYLE_(1080p),http://31.148.48.15/Fashion_One_HD/index.m3u8
Здоровое_ТВ_(576p),http://31.148.48.15/Zdorovoe_TV/index.m3u8

Classic,#genre#
CCTV-Nostalgia_Theater_(1080p),http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub

Comedy,#genre#
Comedy_Central_Latin_America_(1080p),http://181.119.93.83:8000/play/a1di/index.m3u8
КВН_ТВ_(576p),http://31.148.48.15/KVN_TV/index.m3u8

General;News,#genre#
Đồng_Nai_1_(480p)_[Not_24/7],http://118.107.85.4:1935/live/smil:DNTV1.smil/chunklist.m3u8

Entertainment;Sports,#genre#
Đồng_Nai_2_(480p)_[Not_24/7],http://118.107.85.4:1935/live/smil:DNTV2.smil/chunklist.m3u8

Entertainment;News;Shop,#genre#
Extra_ProNews_(576p),http://62.1.176.18:8888/extra/index.m3u8

Animation;Movies,#genre#
FAN_(1080p),http://31.148.48.15/Fan/index.m3u8

Cooking,#genre#
FoodTime_(1080p),http://31.148.48.15/Eda_Premium_HD/index.m3u8
Кухня_ТВ_(576p),http://31.148.48.15/Kuhnya_TV/index.m3u8

Family,#genre#
Hallmark_Channel_(1080p),http://23.237.104.106:8080/USA_HALLMARK/index.m3u8
СТС_(+4)_(576p),http://31.148.48.15/STS/index.m3u8

Culture;Education,#genre#
Liceum_TV_(576p),http://193.225.32.62:8890/live.m3u8

Culture;Education;Entertainment,#genre#
Manas_TV_(1080p),http://212.42.111.152:8080/hls/manas.m3u8

Legislative,#genre#
MOI_TV,http://202.62.56.22:8080/hls/MOITV.m3u8

Outdoor,#genre#
Outdoor_Channel_HD_(720p),http://23.237.104.106:8080/USA_OUTDOOR/index.m3u8
Моя_Планета_(720p),http://31.148.48.15/Moya_Planeta_HD/index.m3u8

Travel,#genre#
RTG_TV_(720p),http://31.148.48.15/RTG_HD/index.m3u8
Travel+Adventure_(1080p),http://31.148.48.15/Travel_Adventure_HD/index.m3u8
Телепутешествия_(576p),http://31.148.48.15/Teleputeshestviya/index.m3u8

Music;Sports,#genre#
RTI_La_3_(1080p)_[Not_24/7],http://69.64.57.208/la3/index.m3u8

Entertainment;General;News,#genre#
TV_Natal_(1080p),http://185.228.163.146:8000/play/a01y/index.m3u8

Education;Lifestyle,#genre#
Доктор_(1080p),http://31.148.48.15/Doktor/index.m3u8

卫视频道,#genre#
上海卫视,http://112.27.235.94:8000/hls/28/index.m3u8

电影频道,#genre#
CHC电影,http://183.237.95.108:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0

数字频道,#genre#
四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8

地方频道,#genre#
万荣综合,http://60.222.246.220:19433/hls1.m3u8
乐至综合,http://175.155.106.72:89/live1/live1.m3u8
伊犁哈萨克,http://110.153.180.106:55555/out_3/index.m3u8
伊犁经济法制,http://110.153.180.106:55555/out_4/index.m3u8
伊犁维吾尔,http://110.153.180.106:55555/out_2/index.m3u8
兵团八师石河子新闻综合,http://124.88.144.73:1935/live/xwzh/playlist.m3u8?zxinjd
奎屯哈萨克语,http://218.84.12.186:8002/hls/main/playlist.m3u8?zxinjd
玛纳斯综合,http://218.84.127.245:1026/hls/main1/playlist.m3u8?zxinjd,
璧山综合,http://222.179.42.129:8181/hls1.m3u8
铜梁综合,http://183.64.174.171:40123/ch1.m3u8?zzhongqd
陕西新闻咨询,http://112.46.105.20:8009/hls/18/index.m3u8
陕西秦腔,http://112.46.105.20:8009/hls/22/index.m3u8
陕西银龄,http://112.46.105.20:8009/hls/20/index.m3u8

纪录频道,#genre#
奎屯汉语,http://218.84.12.186:8001/hls/main/playlist.m3u8?zxinjd
江津新闻,http://222.179.155.21:1935/ch1.m3u8?zzhongqd
玛纳斯,http://218.84.127.245:1026/hls/main1/playlist.m3u8?zxinjd

音乐频道,#genre#
音乐欣赏,http://61.221.215.25:8800/hls/49/index.m3u8
